id,experiment,model,disease,variable,tag,score,ranking
320,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,41
39,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,42
54,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,43
230,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,44
21,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,45
9,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,46
70,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,47
444,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,48
31,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,49
288,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,50
28,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,51
161,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,52
326,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,53
132,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,54
308,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,55
86,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,56
438,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,57
282,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,58
343,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,59
89,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,60
2,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,61
185,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,62
117,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,63
43,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,64
397,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,65
393,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,66
109,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,67
216,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,68
8,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,69
151,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,70
1,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,71
372,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,72
281,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,73
263,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,74
6,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,75
38,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,76
256,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,77
53,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,78
356,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,79
262,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,80
433,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,81
312,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,82
246,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,83
449,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,84
79,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,85
32,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,86
126,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,87
144,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.75,88
408,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,89
333,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.75,90
174,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.6875,91
279,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.6875,92
190,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.6875,93
18,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.6875,94
374,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.6875,95
200,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.625,96
220,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.625,97
87,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.625,98
187,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.625,99
118,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.5625,100
401,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,101
27,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,102
330,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,103
307,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,104
25,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,105
284,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,106
245,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,107
46,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,108
286,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,109
345,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,110
36,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,111
412,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,112
364,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,113
179,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,114
155,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,115
287,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,116
274,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,117
387,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,118
361,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,119
101,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.5625,120
100,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,121
347,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,122
327,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.5625,123
419,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,124
138,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,125
260,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,126
106,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,127
168,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5625,128
222,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,129
303,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,130
239,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,131
360,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,132
392,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,133
205,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,134
318,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,135
247,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,136
348,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,137
91,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,138
317,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,139
125,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,140
439,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,141
264,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.5,142
175,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,143
124,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,144
83,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,145
58,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,146
442,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,147
64,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,148
213,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,149
352,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,150
291,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,151
5,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,152
149,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,153
186,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,154
290,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,155
167,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.5,156
306,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,157
154,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,158
49,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,159
223,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,160
180,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,161
166,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,162
292,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,163
278,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,164
269,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,165
382,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.5,166
56,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,167
302,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,168
316,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,169
199,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,170
116,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,171
110,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,172
169,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,173
34,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,174
404,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,175
11,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,176
42,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,177
293,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,178
386,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,179
224,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,180
48,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,181
60,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,182
67,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,183
196,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,184
102,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,185
137,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,186
131,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,187
344,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,188
354,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,189
400,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,190
98,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,191
406,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,192
424,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,193
10,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,194
227,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,195
164,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,196
244,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,197
242,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,198
268,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,199
22,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,200
399,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,201
396,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,202
127,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,203
283,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,204
193,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,205
218,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.5,206
365,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.4375,207
369,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.4375,208
128,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.4375,209
409,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,210
182,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,211
95,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,212
0,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,213
195,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,214
63,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,215
434,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,216
112,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,217
225,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,218
94,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,219
416,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,220
135,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,221
26,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,222
52,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,223
328,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,224
253,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.3125,225
158,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,226
380,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,227
311,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,228
363,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,229
325,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,230
351,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,231
435,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,232
261,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,233
450,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,234
300,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,235
304,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,236
443,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,237
390,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,238
136,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,239
231,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,240
4,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,241
267,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,242
236,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,243
183,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,244
115,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,245
252,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,246
73,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,247
156,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,1.0,0.25,248
276,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,249
341,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,250
82,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,251
340,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,252
66,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,253
139,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,254
359,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,255
16,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,256
30,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,257
74,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,258
319,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,259
99,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,260
280,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,261
322,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,262
452,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,263
209,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,264
385,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,265
413,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,266
219,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,267
414,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,268
33,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,269
429,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,270
14,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,271
35,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,272
234,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,273
72,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,274
170,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,275
133,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,276
353,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,277
160,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,278
368,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,279
204,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,280
381,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,281
189,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,282
432,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,283
123,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,284
378,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,285
69,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,286
395,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,287
373,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,288
323,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.25,289
402,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.1875,290
271,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.1875,291
78,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.1875,292
420,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.1875,293
403,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.125,294
350,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.125,295
423,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.125,296
148,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.125,297
332,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.0625,298
217,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.0625,299
201,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.0625,300
294,h-05-single-answer-2-confidence,gpt-4o-mini,cchf,rainfall,0.0,0.0625,301
