id,experiment,model,disease,variable,tag,score,ranking
186,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,137
290,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,138
364,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,139
179,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,140
155,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,141
287,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,142
169,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,143
387,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,144
34,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,145
372,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,146
293,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,147
100,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,148
67,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,149
419,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,150
187,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,151
244,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,152
260,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,153
381,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,154
193,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.55,155
158,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,156
202,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,157
360,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,158
392,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,159
318,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,160
247,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,161
348,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,162
91,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,163
317,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,164
439,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,165
435,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,166
330,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,167
124,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,168
83,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,169
58,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,170
64,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,171
213,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,172
195,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,173
5,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,174
149,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,175
154,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,176
223,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,177
180,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,178
166,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,179
269,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,180
382,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,1.0,0.5,181
302,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,182
116,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,183
110,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,184
66,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,185
404,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,186
11,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,187
386,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,188
48,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,189
280,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,190
102,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,191
354,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,192
400,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,193
98,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,194
406,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,195
138,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,196
10,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,197
227,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,198
242,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,199
268,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,200
22,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,201
399,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,202
127,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,203
283,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,204
395,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,205
336,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.5,206
409,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,207
136,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,208
306,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,209
365,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,210
156,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,1.0,0.45,211
434,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,212
16,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,213
60,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,214
452,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,215
94,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,216
137,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,217
131,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,218
160,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,219
253,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,220
189,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.45,221
201,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,222
175,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,223
49,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,224
258,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,225
56,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,226
112,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,227
369,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,228
224,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,229
357,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,230
358,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,231
451,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,232
432,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,233
383,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.4,234
380,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.325,235
325,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.325,236
351,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.325,237
267,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.325,238
95,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.325,239
82,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.325,240
209,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.325,241
429,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.325,242
52,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.325,243
77,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.325,244
17,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.325,245
111,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.32499999999999996,246
72,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.32499999999999996,247
378,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.32499999999999996,248
311,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,249
363,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,250
13,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,251
304,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,252
443,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,253
390,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,254
310,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,255
231,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,256
4,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,257
403,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,258
236,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,259
183,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,260
115,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,261
252,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,262
63,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,263
73,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,264
276,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,265
341,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,266
316,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,267
340,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,268
139,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,269
359,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,270
30,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,271
225,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,272
74,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,273
319,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,274
322,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,275
385,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,276
413,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,277
219,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,278
414,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,279
33,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,280
14,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,281
35,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,282
135,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,283
234,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,284
170,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,285
78,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,286
133,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,287
26,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,288
3,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,289
368,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,290
204,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,291
328,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,292
123,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,293
69,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,294
376,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,295
373,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,296
194,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,297
350,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.275,298
143,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.25,299
165,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.22500000000000003,300
182,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,301
337,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,302
113,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,303
450,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,304
300,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,305
0,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,306
371,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,307
93,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,308
315,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,309
440,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,310
228,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,311
305,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,312
90,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.225,313
323,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.2,314
448,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.15000000000000002,315
261,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.15,316
207,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.15,317
420,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.15,318
324,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.15,319
422,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.15,320
423,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.15,321
218,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.15,322
184,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.1,323
332,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.09999999999999999,324
217,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.09999999999999999,325
294,h-05-single-answer-4,gpt-4o-mini,cchf,rainfall,0.0,0.09999999999999999,326
